EmployeeNumber,Attrition,Age,Gender,MaritalStatus,DistanceFromHome,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Department,BusinessTravel,JobRole,JobLevel,OverTime,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,
183,No,25,Male,Married,28,Bachelor,Life Sciences,2,6,3,Sales,Travel_Rarely,Sales Executive,2,No,8639,41,959,24835,18,0,High,Low,Better,Best,Medium,3,2,2,2,2,
184,No,30,Male,Married,9,Bachelor,Human Resources,0,12,2,Human Resources,Travel_Rarely,Human Resources,2,Yes,6347,48,1240,13982,19,0,Very High,High,Bad,Best,High,3,11,4,9,7,
190,Yes,32,Female,Single,9,Bachelor,Medical,7,10,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,4200,41,1033,10224,22,0,Low,Low,Best,Bad,High,4,5,0,4,4,
192,No,45,Male,Single,29,Bachelor,Medical,5,9,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3452,83,1316,9752,13,0,Very High,High,Good,Good,High,3,6,0,5,3,
193,No,38,Female,Single,3,Doctor,Technical Degree,3,19,2,Research & Development,Travel_Rarely,Research Scientist,2,Yes,4317,32,364,2302,20,0,High,Very High,Better,Good,High,4,3,2,2,2,
194,No,30,Female,Single,18,Bachelor,Life Sciences,1,5,4,Research & Development,Travel_Rarely,Research Scientist,1,No,2632,75,438,23910,14,0,High,Low,Good,Better,High,3,5,0,4,4,
195,No,32,Male,Divorced,9,College,Medical,0,9,2,Sales,Travel_Frequently,Sales Executive,2,No,4668,35,689,22812,17,3,Very High,Very High,Best,Best,Low,3,8,0,7,7,
197,No,30,Female,Divorced,5,Bachelor,Technical Degree,5,8,3,Research & Development,Travel_Rarely,Research Scientist,1,No,3204,84,201,10415,14,1,Low,Very High,Better,Best,High,3,3,2,2,2,
198,No,30,Male,Single,2,Below College,Medical,0,6,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2720,35,1427,11162,13,0,Very High,Medium,Better,Best,Medium,3,5,1,3,2,
199,No,41,Male,Divorced,10,Bachelor,Life Sciences,4,21,2,Research & Development,Travel_Frequently,Manager,4,No,17181,91,857,12888,13,1,Low,Very High,Good,Good,Medium,3,7,7,6,7,
200,No,41,Male,Married,9,Master,Life Sciences,2,7,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2238,94,933,6961,21,1,Low,High,Better,Best,High,4,5,1,0,4,
201,No,19,Female,Single,3,Below College,Medical,1,1,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,1483,79,1181,16102,14,0,Medium,Medium,Better,Best,High,3,1,0,0,0,
202,No,40,Female,Divorced,26,Bachelor,Medical,1,20,2,Research & Development,Travel_Frequently,Research Scientist,2,No,5605,54,1395,8504,11,1,Medium,Medium,Better,Bad,High,3,20,2,7,13,
204,No,35,Male,Married,1,Doctor,Marketing,1,10,3,Sales,Travel_Rarely,Sales Executive,3,No,7295,94,662,11439,13,2,Medium,High,Better,Bad,High,3,10,0,8,6,
205,No,53,Male,Married,6,College,Marketing,2,13,3,Sales,Travel_Rarely,Sales Representative,2,Yes,2306,34,1436,16047,20,1,High,Medium,Bad,Best,High,4,7,4,7,5,
206,No,45,Male,Divorced,9,Bachelor,Life Sciences,8,20,2,Research & Development,Travel_Rarely,Laboratory Technician,2,No,2348,60,194,10901,18,1,Medium,Medium,Bad,Better,High,3,17,0,9,15,
207,No,32,Female,Single,8,Bachelor,Marketing,1,9,2,Sales,Travel_Frequently,Sales Executive,3,No,8998,43,967,15589,14,0,Very High,Medium,Better,Best,High,3,9,3,8,7,
208,No,29,Male,Married,1,Below College,Technical Degree,1,10,1,Research & Development,Non-Travel,Manufacturing Director,2,No,4319,41,1496,26283,13,1,High,Very High,Better,Bad,High,3,10,0,7,9,
211,No,51,Male,Married,7,Master,Medical,2,10,2,Research & Development,Travel_Rarely,Manufacturing Director,2,No,6132,34,1169,13983,17,0,High,Medium,Better,Better,Medium,3,1,0,0,0,
214,No,58,Female,Married,9,Bachelor,Medical,4,9,3,Research & Development,Travel_Rarely,Research Scientist,1,Yes,3346,75,1145,11873,20,1,Medium,Medium,Good,Good,Medium,4,1,0,0,0,
215,No,40,Male,Married,4,Master,Marketing,7,15,2,Sales,Travel_Rarely,Sales Executive,3,No,10855,67,630,8552,11,1,Very High,High,Good,Bad,Medium,3,12,2,11,11,
216,No,34,Female,Married,2,Master,Marketing,6,6,3,Sales,Travel_Frequently,Sales Representative,1,No,2231,75,303,11314,18,1,High,High,Better,Best,High,3,4,1,3,2,
217,No,22,Male,Married,19,Below College,Medical,1,2,6,Research & Development,Travel_Rarely,Research Scientist,1,No,2323,80,1256,11992,24,2,Very High,High,Better,Bad,High,4,2,2,2,2,
218,No,27,Male,Divorced,9,Bachelor,Medical,6,6,1,Research & Development,Non-Travel,Research Scientist,1,No,2024,57,691,5970,18,1,Medium,Very High,Bad,Best,High,3,2,2,2,2,
221,No,28,Male,Married,21,Bachelor,Medical,1,5,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2713,42,440,6672,11,1,Very High,High,Bad,Better,High,3,5,0,2,2,
223,No,57,Male,Divorced,24,College,Life Sciences,3,12,2,Research & Development,Travel_Rarely,Healthcare Representative,3,Yes,9439,83,334,23402,16,1,Very High,High,Bad,Good,Very High,3,5,1,3,4,
224,No,27,Male,Divorced,3,Bachelor,Medical,1,1,2,Research & Development,Non-Travel,Research Scientist,1,Yes,2566,79,1450,25326,15,1,High,High,Good,Best,Medium,3,1,0,1,1,
226,No,50,Female,Single,11,Bachelor,Life Sciences,3,21,5,Research & Development,Travel_Rarely,Manager,5,No,19926,53,1452,17053,15,0,Medium,High,Better,Good,High,3,5,4,4,4,
227,No,41,Male,Divorced,14,Bachelor,Life Sciences,4,13,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2451,56,465,4609,12,1,High,Low,Better,Bad,High,3,9,1,8,8,
228,No,30,Female,Married,5,Bachelor,Life Sciences,2,12,2,Sales,Travel_Rarely,Sales Executive,3,No,9419,41,1339,8053,12,1,Very High,Medium,Better,Better,High,3,10,7,9,4,
230,No,38,Female,Single,1,Master,Life Sciences,4,12,2,Sales,Travel_Rarely,Sales Executive,2,No,8686,59,702,12930,22,0,Very High,Low,Best,Better,Medium,4,8,0,3,7,
231,No,32,Male,Single,6,Doctor,Life Sciences,3,8,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3038,43,120,12430,20,0,High,High,Better,Bad,High,4,5,1,4,4,
233,No,27,Male,Married,17,Bachelor,Technical Degree,0,6,3,Research & Development,Travel_Rarely,Research Scientist,1,Yes,3058,51,1157,13364,16,1,Medium,High,Good,Best,High,3,5,1,2,1,
235,Yes,19,Female,Single,1,Below College,Technical Degree,0,1,5,Sales,Travel_Frequently,Sales Representative,1,No,2325,100,602,20989,21,0,Low,High,Best,Bad,Low,4,0,0,0,0,
238,No,36,Male,Single,3,College,Medical,4,13,3,Research & Development,Travel_Frequently,Laboratory Technician,1,No,2088,30,1480,15062,12,0,Medium,Very High,Good,Better,High,3,8,7,7,2,
239,No,30,Male,Divorced,9,Bachelor,Medical,1,12,4,Research & Development,Non-Travel,Laboratory Technician,2,No,3072,66,111,11012,11,2,Low,High,Better,Better,High,3,12,6,9,10,
240,No,45,Female,Divorced,4,College,Life Sciences,4,9,3,Sales,Travel_Rarely,Sales Executive,2,Yes,5006,30,1268,6319,11,1,Low,High,Best,Bad,High,3,5,0,4,3,
241,No,56,Female,Divorced,8,Bachelor,Life Sciences,4,19,3,Research & Development,Travel_Rarely,Research Scientist,1,Yes,4257,67,713,13939,18,1,Low,High,Better,Better,High,3,2,2,2,2,
242,No,33,Male,Single,2,Bachelor,Life Sciences,0,4,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2500,90,134,10515,14,0,Very High,High,Best,Bad,High,3,3,0,1,2,
243,Yes,19,Male,Single,2,Bachelor,Life Sciences,1,1,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,1102,47,303,9241,22,0,Very High,Medium,Good,Better,Medium,4,1,1,0,0,
244,No,46,Female,Divorced,1,College,Marketing,1,24,2,Sales,Travel_Rarely,Sales Executive,3,No,10453,92,526,2137,25,3,Low,Medium,Better,Better,High,4,24,15,13,7,
245,No,38,Female,Single,9,College,Life Sciences,1,2,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2288,75,1380,6319,12,0,Very High,High,Better,Better,High,3,2,2,2,1,
246,No,31,Female,Married,12,Below College,Medical,8,7,0,Research & Development,Travel_Rarely,Research Scientist,1,Yes,3929,95,140,6984,23,1,Very High,High,Better,Better,High,4,4,0,2,2,
247,No,34,Female,Single,27,College,Medical,2,9,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2311,95,629,5711,15,0,Medium,Very High,Better,Best,High,3,3,1,2,2,
248,Yes,41,Female,Single,20,College,Marketing,1,4,5,Sales,Travel_Rarely,Sales Representative,1,Yes,3140,70,1356,21728,22,0,Medium,Medium,Good,Best,High,4,4,0,3,2,
249,No,50,Male,Married,1,Bachelor,Medical,2,5,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3690,86,328,3425,15,1,High,High,Good,Best,Medium,3,3,0,2,2,
250,No,53,Female,Divorced,13,College,Medical,1,5,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,4450,57,1084,26250,11,2,Low,Very High,Better,Better,Very High,3,4,1,2,3,
252,No,33,Female,Married,14,Bachelor,Medical,1,8,5,Research & Development,Travel_Rarely,Research Scientist,1,No,2756,72,931,4673,13,1,Medium,Very High,Better,Best,High,3,8,1,7,6,
253,No,40,Female,Married,4,Below College,Medical,1,21,2,Research & Development,Travel_Rarely,Manager,5,No,19033,46,989,6499,14,1,High,Very High,Better,Good,High,3,20,9,8,9,
254,No,55,Male,Single,14,Master,Medical,8,36,3,Research & Development,Travel_Rarely,Research Director,5,No,18722,61,692,13339,11,0,Medium,High,Better,Best,Very High,3,24,2,15,15,
256,No,34,Male,Married,2,Below College,Life Sciences,1,10,2,Research & Development,Travel_Frequently,Manufacturing Director,2,No,9547,45,1069,14074,17,0,High,Very High,Good,Better,Medium,3,10,1,9,9,
258,No,51,Female,Single,3,Bachelor,Medical,3,21,6,Research & Development,Travel_Rarely,Healthcare Representative,4,No,13734,98,313,7192,18,0,Medium,Very High,Better,Better,High,3,7,1,7,0,
259,No,52,Male,Married,1,Master,Life Sciences,0,34,5,Research & Development,Travel_Rarely,Manager,5,No,19999,65,699,5678,14,1,High,High,Better,Bad,Medium,3,33,11,18,9,
260,No,27,Female,Single,9,Bachelor,Medical,1,7,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2279,99,894,11781,16,0,Medium,Very High,Good,Best,High,3,7,0,7,3,
261,Yes,35,Male,Married,23,College,Life Sciences,3,8,1,Research & Development,Travel_Rarely,Manufacturing Director,2,Yes,5916,50,556,15497,13,0,High,Medium,Better,Bad,Medium,3,1,0,0,1,
262,No,43,Male,Divorced,7,Bachelor,Medical,4,7,3,Research & Development,Non-Travel,Research Scientist,1,No,2089,37,1344,5228,14,3,Very High,Very High,Best,Best,Very High,3,5,2,4,2,
264,No,45,Male,Married,2,College,Medical,9,22,1,Research & Development,Non-Travel,Manager,4,No,16792,65,1195,20462,23,1,Very High,Low,Better,Best,Medium,4,20,11,8,8,
267,No,37,Male,Married,21,Bachelor,Life Sciences,1,8,3,Research & Development,Travel_Rarely,Research Scientist,1,Yes,3564,65,290,22977,12,1,Low,Medium,Good,Bad,Very High,3,8,1,7,7,
269,No,35,Female,Single,2,Bachelor,Medical,5,10,5,Research & Development,Travel_Frequently,Laboratory Technician,2,No,4425,37,138,15986,11,0,Medium,Medium,Better,Best,High,3,6,1,2,2,
270,No,42,Female,Divorced,21,College,Medical,2,11,5,Research & Development,Non-Travel,Manufacturing Director,2,No,5265,36,926,16439,16,1,High,High,Better,Good,High,3,5,0,3,2,
271,No,38,Male,Married,2,Master,Life Sciences,9,14,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,6553,88,1261,7259,14,0,High,Very High,Better,Good,High,3,1,0,0,0,
273,No,38,Male,Married,29,Bachelor,Technical Degree,3,9,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,6261,54,1084,4185,18,1,Very High,Very High,Bad,Bad,High,3,7,1,7,7,
274,No,27,Male,Married,1,Below College,Technical Degree,5,6,1,Research & Development,Travel_Frequently,Manufacturing Director,2,No,4298,60,472,9679,19,1,Low,High,Better,Better,Medium,3,2,2,2,0,
275,No,49,Male,Divorced,18,Master,Life Sciences,1,7,0,Research & Development,Non-Travel,Manufacturing Director,2,Yes,6804,92,1002,23793,15,2,Very High,Very High,Better,Bad,High,3,7,1,7,7,
277,No,34,Male,Divorced,10,Master,Medical,1,5,4,Research & Development,Travel_Frequently,Research Scientist,1,Yes,3815,43,878,5972,17,1,High,Very High,Best,Best,High,3,5,2,3,0,
281,No,40,Male,Married,19,College,Medical,8,15,2,Research & Development,Travel_Rarely,Laboratory Technician,2,Yes,2741,99,905,16523,15,1,Very High,High,Best,Better,High,3,7,3,2,7,
282,Yes,38,Male,Married,29,Below College,Medical,7,17,2,Research & Development,Travel_Rarely,Healthcare Representative,2,Yes,6673,70,1180,11354,19,0,Low,Medium,Better,Good,High,3,1,0,0,0,
283,Yes,29,Female,Married,27,Bachelor,Marketing,1,10,3,Sales,Travel_Rarely,Sales Executive,3,No,7639,35,121,24525,22,3,Very High,Medium,Good,Best,High,4,10,1,4,9,
284,No,22,Male,Divorced,5,Bachelor,Life Sciences,1,4,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2328,60,1136,12392,16,1,Medium,Very High,Good,Bad,Very High,3,4,2,2,2,
286,No,36,Female,Single,18,Below College,Medical,1,8,2,Research & Development,Travel_Frequently,Laboratory Technician,1,No,2153,73,635,7703,13,0,Very High,Medium,Better,Bad,High,3,8,1,1,7,
287,No,40,Male,Married,9,Doctor,Life Sciences,9,5,5,Research & Development,Non-Travel,Healthcare Representative,2,No,4876,63,1151,14242,14,1,Very High,Very High,Bad,Best,Medium,3,3,0,2,2,
288,No,46,Male,Divorced,1,Master,Medical,7,17,3,Research & Development,Travel_Rarely,Healthcare Representative,3,No,9396,97,644,12368,16,1,Low,Very High,Better,Better,High,3,4,0,2,3,
291,Yes,32,Male,Married,4,Master,Medical,1,14,2,Sales,Travel_Rarely,Sales Executive,3,No,10400,32,1045,25812,11,0,Very High,Very High,Good,Better,Low,3,14,9,8,8,
292,No,30,Male,Single,1,Below College,Life Sciences,1,12,2,Research & Development,Non-Travel,Manufacturing Director,3,No,8474,88,829,20925,22,0,High,High,Better,Better,Medium,4,11,5,8,8,
293,No,27,Female,Single,20,Bachelor,Life Sciences,1,7,2,Sales,Travel_Frequently,Sales Executive,2,No,9981,90,1242,12916,14,0,High,Very High,Better,Best,High,3,7,0,7,7,
296,No,51,Male,Married,8,Master,Life Sciences,5,16,5,Research & Development,Travel_Rarely,Research Director,3,No,12490,81,1469,15736,16,2,Medium,Medium,Bad,Best,Medium,3,10,4,9,7,
297,Yes,30,Female,Single,3,Bachelor,Technical Degree,5,8,5,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2657,88,1005,8556,11,0,Low,Very High,Better,Better,High,3,5,0,2,4,
298,No,41,Female,Single,6,Bachelor,Life Sciences,3,16,3,Sales,Travel_Rarely,Manager,3,Yes,13591,75,896,14674,18,0,Very High,Very High,Better,Better,High,3,1,0,0,0,
299,Yes,30,Female,Single,26,Master,Marketing,5,9,5,Sales,Travel_Frequently,Sales Executive,2,No,6696,52,334,22967,15,0,Low,High,Good,Better,Medium,3,6,0,3,1,
300,Yes,29,Male,Single,1,Bachelor,Technical Degree,0,7,1,Research & Development,Travel_Rarely,Research Scientist,1,No,2058,85,992,19757,14,0,High,High,Good,Best,High,3,6,1,2,5,
302,No,45,Female,Single,6,Bachelor,Medical,6,23,2,Sales,Non-Travel,Sales Executive,3,No,8865,57,1052,16840,12,0,Very High,Very High,Better,Best,Medium,3,19,12,7,8,
303,No,54,Female,Married,3,Bachelor,Marketing,2,16,4,Sales,Travel_Rarely,Sales Executive,2,No,5940,52,1147,17011,14,1,Low,Very High,Better,Best,High,3,6,0,2,5,
304,No,36,Male,Single,5,College,Life Sciences,8,16,3,Research & Development,Travel_Rarely,Laboratory Technician,2,No,5914,62,1396,9945,16,0,Medium,Very High,Best,Best,High,3,13,3,11,7,
305,No,33,Female,Married,4,Master,Medical,6,7,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2622,47,147,13248,21,0,Medium,High,Better,Best,Medium,4,3,1,2,1,
306,No,37,Male,Divorced,11,Bachelor,Other,1,10,1,Research & Development,Travel_Frequently,Research Director,3,Yes,12185,47,663,10056,14,3,Very High,Medium,Better,Better,High,3,10,0,8,7,
307,No,38,Male,Divorced,3,Bachelor,Life Sciences,0,17,6,Sales,Travel_Rarely,Sales Executive,3,No,10609,76,119,9647,12,2,High,Low,Good,Better,High,3,16,5,10,13,
308,No,31,Male,Married,1,Master,Medical,0,6,2,Research & Development,Non-Travel,Manufacturing Director,2,No,4345,90,979,4381,12,1,High,High,Better,Best,Low,3,5,1,4,4,
309,No,59,Male,Married,3,Bachelor,Life Sciences,3,7,6,Research & Development,Travel_Rarely,Research Scientist,1,No,2177,70,142,8456,17,1,Very High,High,Better,Bad,Medium,3,1,0,0,0,
311,No,37,Male,Divorced,4,Master,Marketing,4,13,2,Sales,Travel_Frequently,Sales Representative,1,No,2793,41,319,2539,17,1,Very High,Low,Better,Better,High,3,9,5,8,8,
312,No,29,Female,Married,1,Below College,Medical,1,11,5,Sales,Travel_Frequently,Sales Executive,3,No,7918,42,1413,6599,14,1,Very High,Medium,Better,Best,High,3,11,4,10,1,
314,No,35,Female,Single,1,Bachelor,Marketing,1,10,3,Sales,Travel_Frequently,Sales Executive,3,No,8789,92,944,9096,14,0,High,High,Best,Bad,High,3,10,0,7,8,
315,Yes,29,Male,Single,18,Below College,Medical,1,4,3,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2389,86,896,14961,13,0,Very High,High,Good,Better,Medium,3,4,0,3,1,
316,No,52,Female,Single,2,Bachelor,Life Sciences,7,6,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3212,89,1323,3300,15,0,Very High,High,Good,Good,Medium,3,2,2,2,2,
319,No,42,Male,Married,4,College,Technical Degree,1,22,3,Research & Development,Travel_Rarely,Manager,5,No,19232,58,532,4933,11,0,Very High,High,Better,Best,High,3,22,11,17,15,
321,No,59,Male,Married,6,College,Medical,8,7,2,Human Resources,Travel_Rarely,Human Resources,1,No,2267,52,818,25657,17,0,High,Medium,Good,Best,High,3,2,2,2,2,
323,No,50,Female,Divorced,1,Master,Medical,3,32,3,Sales,Travel_Rarely,Manager,5,No,19517,68,854,24118,11,1,Very High,Very High,Good,Better,High,3,7,0,0,6,
325,Yes,33,Male,Married,14,Bachelor,Medical,5,8,2,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,2436,58,813,22149,13,1,Very High,High,Bad,Better,High,3,5,0,4,4,
327,No,43,Female,Married,16,Bachelor,Marketing,5,22,3,Sales,Travel_Rarely,Manager,4,Yes,16064,80,1034,7744,22,1,Very High,Very High,Better,Better,High,4,17,1,13,9,
328,Yes,33,Female,Married,2,College,Life Sciences,7,13,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2707,39,465,21509,20,0,Low,Low,Best,Bad,High,4,9,1,7,7,
329,No,52,Male,Single,2,Master,Life Sciences,1,33,2,Sales,Non-Travel,Manager,5,Yes,19068,79,771,21030,18,0,High,Low,Best,Best,Medium,3,33,15,7,12,
330,No,32,Female,Married,4,College,Life Sciences,2,6,5,Sales,Travel_Rarely,Sales Representative,1,No,3931,56,1401,20990,11,1,Medium,High,Better,Bad,High,3,4,1,3,2,
331,Yes,32,Male,Single,1,Bachelor,Life Sciences,0,4,2,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,3730,62,515,9571,14,0,High,Very High,Bad,Best,Medium,3,3,1,2,2,
332,No,39,Female,Divorced,1,Master,Medical,7,7,1,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2232,96,1431,15417,14,3,High,High,Better,Better,High,3,3,1,2,2,
333,No,32,Male,Married,26,Master,Marketing,0,4,2,Sales,Non-Travel,Sales Executive,2,No,4465,100,976,12069,18,0,Very High,High,Better,Bad,High,3,3,2,2,2,
334,No,41,Male,Divorced,19,College,Life Sciences,2,17,2,Research & Development,Travel_Rarely,Research Scientist,2,No,3072,36,1411,19877,16,2,Low,High,Good,Bad,High,3,1,0,0,0,
335,No,40,Male,Divorced,24,College,Technical Degree,1,9,3,Research & Development,Travel_Rarely,Research Scientist,2,No,3319,62,1300,24447,17,2,Very High,Low,Better,Bad,High,3,9,4,8,7,
336,No,45,Male,Married,1,Bachelor,Other,0,25,2,Research & Development,Travel_Rarely,Manager,5,No,19202,70,252,15970,11,1,Very High,High,Better,Better,Very High,3,24,1,0,7,
337,No,31,Male,Divorced,3,Master,Medical,9,9,3,Research & Development,Travel_Frequently,Research Director,3,No,13675,73,1327,13523,12,1,High,Medium,Better,Bad,High,3,2,2,2,2,
338,No,33,Female,Married,5,Master,Life Sciences,1,2,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2911,63,832,14776,13,1,Very High,High,Good,Better,Medium,3,2,0,2,2,
339,No,34,Male,Married,2,Master,Life Sciences,6,13,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,5957,84,470,23687,13,1,Low,Very High,Better,Good,Medium,3,11,5,9,9,
340,No,37,Female,Married,1,College,Medical,2,17,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3920,83,1017,18697,14,1,Low,High,Good,Bad,Medium,3,3,0,1,2,
341,No,45,Male,Married,7,Master,Life Sciences,4,9,1,Research & Development,Travel_Frequently,Manufacturing Director,2,No,6434,77,1199,5118,17,1,High,Low,Better,Best,Very High,3,3,0,2,2,
342,Yes,37,Male,Divorced,10,Bachelor,Medical,6,17,5,Research & Development,Travel_Frequently,Manufacturing Director,3,No,10048,61,504,22573,11,2,High,Low,Better,Good,High,3,1,0,0,0,
343,No,39,Female,Single,2,Master,Technical Degree,0,20,1,Research & Development,Travel_Frequently,Healthcare Representative,3,No,10938,64,505,6420,25,0,High,High,Better,Best,High,4,19,11,6,8,
346,No,29,Male,Single,15,Bachelor,Life Sciences,1,6,1,Research & Development,Travel_Rarely,Research Scientist,1,No,2340,60,665,22673,19,0,Very High,High,Better,Bad,High,3,6,1,5,5,
347,No,42,Female,Single,17,College,Life Sciences,3,10,1,Research & Development,Travel_Rarely,Research Scientist,2,Yes,6545,82,916,23016,13,0,Low,Very High,Better,Better,Very High,3,3,0,2,2,
